player_id,player_name,season,player_team,position,ind_hits,ind_takeaways,ind_giveaways,ind_d_zone_giveaways,ind_penalty_minutes,penalties,penalty_minutes_drawn,penalties_drawn,shots_blocked_by_player,ind_blocked_shot_attempts,ind_faceoffs_won,faceoffs_won,faceoffs_lost,ind_d_zone_shift_starts,ind_o_zone_shift_starts,ind_neutral_zone_shift_starts,ice_time,games_played,pk_ice_time,fv5_ice_time,on_ice_expected_goals_pct,on_ice_corsi_pct,on_ice_fenwick_pct,on_ice_against_expected_goals,on_ice_against_high_danger_shots,on_ice_against_shots_on_goal,on_ice_against_goals,on_ice_for_expected_goals,pk_ice_pct,pk_toi_per_game,ind_hits_pg,ind_takeaways_pg,ind_giveaways_pg,ind_d_zone_giveaways_pg,shots_blocked_by_player_pg,ind_blocked_shot_attempts_pg,penalties_pg,ind_penalty_minutes_pg,penalties_drawn_pg,ind_hits_per60,ind_takeaways_per60,ind_giveaways_per60,shots_blocked_by_player_per60,penalties_per60,ind_penalty_minutes_per60,faceoff_win_pct,d_zone_start_pct,take_give_ratio,on_ice_expected_goals_pct_avg,on_ice_corsi_pct_avg,on_ice_fenwick_pct_avg,xg_against_per60_5v5,hd_shots_against_per60_5v5,goals_against_per60_5v5
8471693,Jakub Kindl,2014,DET,D,31.0,2.0,22.0,16.0,22.0,11.0,8.0,4.0,25.0,44.0,0.0,0.0,0.0,53.0,154.0,115.0,33413.0,35,178.0,28301.0,20.1419,20.1648,19.9819,13.559,13.0,199.0,12.0,17.806,0.005327267829886571,0.08476190476190476,0.8857142857142857,0.05714285714285714,0.6285714285714286,0.45714285714285713,0.7142857142857143,1.2571428571428571,0.3142857142857143,0.6285714285714286,0.11428571428571428,3.3400173585131534,0.21548499087181636,2.37033489958998,2.6935623858977045,1.18516744979499,2.37033489958998,,0.2560386473429952,0.09090909090909091,0.7805244242252924,0.7814118285572947,0.7743242192855376,1.72475884244373,1.6536518144235186,1.5264478286986327
8471693,Jakub Kindl,2015,DET,D,13.0,3.0,16.0,14.0,14.0,7.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,46.0,95.0,90.0,24694.0,25,137.0,21603.0,13.2318,13.8753,13.3005,12.645,11.0,151.0,9.0,13.536,0.00554790637401798,0.09133333333333332,0.52,0.12,0.64,0.56,0.6,1.12,0.28,0.56,0.0,1.8951972138981128,0.4373532032072568,2.3325504171053697,2.186766016036284,1.0204908074835992,2.0409816149671984,,0.3262411347517731,0.1875,0.6717268462713512,0.7043948298847381,0.6752144771559505,2.1072073323149563,1.8330787390640189,1.4997916955978337
8471693,Jakub Kindl,2016,FLA,D,47.0,9.0,13.0,13.0,28.0,14.0,2.0,1.0,36.0,19.0,0.0,0.0,0.0,60.0,55.0,81.0,33630.0,38,434.0,32143.0,16.4844,17.549,17.6588,22.701,22.0,295.0,25.0,18.802,0.012905144216473386,0.19035087719298247,1.236842105263158,0.23684210526315788,0.34210526315789475,0.34210526315789475,0.9473684210526315,0.5,0.3684210526315789,0.7368421052631579,0.02631578947368421,5.031222123104371,0.9634255129348795,1.391614629794826,3.853702051739518,1.4986619090098126,2.997323818019625,,0.5217391304347826,0.6923076923076923,0.5624379018759916,0.5987614192825809,0.6025077298323118,2.542500699996889,2.46398904893756,2.7999875556108638
8471702,Matt Niskanen,2008,DAL,D,87.0,25.0,49.0,31.0,42.0,18.0,26.0,10.0,64.0,82.0,0.0,0.0,0.0,231.0,279.0,304.0,95913.0,80,8464.0,72166.0,39.5663,40.9997,41.2202,43.186,27.0,529.0,64.0,42.745,0.08824664018433372,1.7633333333333332,1.0875,0.3125,0.6125,0.3875,0.8,1.025,0.225,0.525,0.125,3.2654593225110258,0.938350380031904,1.8391667448625317,2.402176972881674,0.6756122736229708,1.5764286384535986,,0.45294117647058824,0.5102040816326531,0.6012853866086523,0.6230686332899149,0.6264195513122522,2.1543330654324753,1.3468946595349611,3.1926391929717597
8471702,Matt Niskanen,2009,DAL,D,111.0,21.0,35.0,20.0,18.0,9.0,6.0,3.0,70.0,93.0,0.0,0.0,0.0,147.0,282.0,261.0,80037.0,73,803.0,64340.0,38.3529,38.051899999999996,37.2388,33.483,26.0,460.0,35.0,37.833,0.010032859802341417,0.18333333333333332,1.5205479452054795,0.2876712328767123,0.4794520547945205,0.273972602739726,0.958904109589041,1.273972602739726,0.1232876712328767,0.2465753424657534,0.0410958904109589,4.992690880467784,0.944563139547959,1.5742718992465983,3.1485437984931965,0.4048127740919824,0.8096255481839648,,0.34265734265734266,0.6,0.6537399041032016,0.648609243549891,0.6347496419023935,1.8734659620764684,1.454771526266708,1.95834628535903
8471702,Matt Niskanen,2010,DAL,D,97.0,4.0,12.0,7.0,30.0,12.0,16.0,5.0,51.0,48.0,0.0,0.0,0.0,89.0,152.0,149.0,42486.0,45,673.0,34861.0,24.138,22.8849,22.895599999999998,19.249,13.0,255.0,15.0,20.964,0.0158405121687144,0.24925925925925926,2.1555555555555554,0.08888888888888889,0.26666666666666666,0.15555555555555556,1.1333333333333333,1.0666666666666667,0.26666666666666666,0.6666666666666666,0.1111111111111111,8.219178082191782,0.3389351786470838,1.0168055359412513,4.321423527750318,1.0168055359412513,2.5420138398531282,,0.36929460580912865,0.3333333333333333,0.7593627434669116,0.7199411901551878,0.7202778038495741,1.9877915148733543,1.3424743983247756,1.549008921143972
8471702,Matt Niskanen,2011,PIT,D,105.0,13.0,20.0,12.0,47.0,22.0,17.0,7.0,69.0,89.0,0.0,0.0,0.0,126.0,243.0,288.0,80725.0,75,2025.0,66268.0,42.3998,42.9335,42.3332,38.521,26.0,463.0,39.0,48.056,0.025085165685970887,0.45,1.4,0.17333333333333334,0.26666666666666666,0.16,0.92,1.1866666666666668,0.29333333333333333,0.6266666666666667,0.09333333333333334,4.682564261381232,0.579746051409105,0.8919170021678539,3.077113657479096,0.9811087023846392,2.0960049550944566,,0.34146341463414637,0.65,0.7016940402607593,0.7105264901611638,0.7005918458381118,2.0926480352507997,1.412446429649303,2.1186696444739543
8471702,Matt Niskanen,2012,PIT,D,49.0,15.0,17.0,11.0,12.0,6.0,2.0,1.0,47.0,44.0,0.0,0.0,0.0,108.0,136.0,160.0,48858.0,40,2667.0,39767.0,19.5262,20.3244,20.4529,25.809,21.0,322.0,20.0,24.134,0.054586761635760775,1.11125,1.225,0.375,0.425,0.275,1.175,1.1,0.15,0.3,0.025,3.6104629743337835,1.105243767653199,1.2526096033402923,3.4630971386466904,0.4420975070612796,0.8841950141225592,,0.4426229508196721,0.8823529411764706,0.5384963296200366,0.5605092031081047,0.5640529944426282,2.336419644428798,1.9010737546206655,1.8105464329720624
8471702,Matt Niskanen,2013,PIT,D,124.0,19.0,49.0,34.0,51.0,24.0,19.0,8.0,76.0,118.0,0.0,0.0,0.0,224.0,297.0,327.0,103488.0,81,3330.0,81456.0,44.4194,43.573100000000004,43.656,40.751,24.0,558.0,39.0,50.243,0.032177643784786644,0.6851851851851852,1.5308641975308641,0.2345679012345679,0.6049382716049383,0.41975308641975306,0.9382716049382716,1.4567901234567902,0.2962962962962963,0.6296296296296297,0.09876543209876543,4.313543599257885,0.6609461966604824,1.7045454545454546,2.6437847866419295,0.8348794063079777,1.7741187384044528,,0.42994241842610365,0.3877551020408163,0.5980499408269495,0.5866556026566491,0.5877717442545669,1.8010164997053624,1.060695344725987,1.723629935179729
8471702,Matt Niskanen,2014,WSH,D,143.0,34.0,76.0,59.0,47.0,22.0,13.0,5.0,106.0,93.0,0.0,0.0,0.0,322.0,265.0,410.0,109981.0,82,10429.0,88676.0,44.1287,42.6721,42.4527,48.152,35.0,632.0,45.0,53.471000000000004,0.09482546985388385,2.1197154471544715,1.7439024390243902,0.4146341463414634,0.926829268292683,0.7195121951219512,1.2926829268292683,1.1341463414634145,0.2682926829268293,0.573170731707317,0.06097560975609756,4.680808503286931,1.1129195042780116,2.4877024213273202,3.4696902192196832,0.7201243851210664,1.538447550031369,,0.5485519591141397,0.4473684210526316,0.5457614832649195,0.5277469898281384,0.5250335613920338,1.9548378366187018,1.420903062835491,1.8268753665027742
8471702,Matt Niskanen,2015,WSH,D,157.0,34.0,62.0,47.0,38.0,19.0,14.0,7.0,145.0,115.0,0.0,0.0,0.0,431.0,295.0,466.0,121335.0,82,13232.0,91163.0,44.3786,42.0819,42.7197,50.339,33.0,664.0,40.0,61.167,0.10905344706803478,2.689430894308943,1.9146341463414633,0.4146341463414634,0.7560975609756098,0.573170731707317,1.7682926829268293,1.4024390243902438,0.23170731707317074,0.4634146341463415,0.08536585365853659,4.658177772283348,1.0087773519594512,1.8395351712201755,4.302138706885895,0.5637285202126344,1.1274570404252688,,0.59366391184573,0.5483870967741935,0.5338789927931288,0.5062494622818468,0.5139222600177704,1.9878722727422309,1.3031602733565153,1.5795882101291094
8471702,Matt Niskanen,2016,WSH,D,146.0,35.0,66.0,56.0,32.0,16.0,12.0,6.0,93.0,122.0,0.0,0.0,0.0,304.0,244.0,364.0,102459.0,77,11409.0,78761.0,39.2113,41.7502,41.5452,50.547,55.0,559.0,39.0,51.182,0.11135185781629725,2.4694805194805194,1.896103896103896,0.45454545454545453,0.8571428571428571,0.7272727272727273,1.2077922077922079,1.5844155844155845,0.2077922077922078,0.4155844155844156,0.07792207792207792,5.129856820777091,1.2297601967616314,2.3189763710362192,3.2676485228237637,0.5621760899481744,1.1243521798963487,,0.5547445255474452,0.5303030303030303,0.5459939908076332,0.5813466606569241,0.578492157793832,2.3103972778405555,2.513934561521565,1.7826081436243826
8471702,Matt Niskanen,2017,WSH,D,117.0,18.0,73.0,58.0,36.0,18.0,8.0,4.0,98.0,95.0,0.0,0.0,0.0,297.0,149.0,351.0,91877.0,68,10375.0,76878.0,32.8519,33.0351,32.5472,55.933,54.0,629.0,48.0,51.567,0.11292271188654397,2.542892156862745,1.7205882352941178,0.2647058823529412,1.0735294117647058,0.8529411764705882,1.4411764705882353,1.3970588235294117,0.2647058823529412,0.5294117647058824,0.058823529411764705,4.584389999673476,0.7052907691805348,2.860345897232169,3.8399164099829117,0.7052907691805348,1.4105815383610696,,0.6659192825112108,0.2465753424657534,0.4686474508962251,0.4712608830874892,0.46430076536850584,2.619199250760946,2.528681807539218,2.2477171622570826
8471702,Matt Niskanen,2018,WSH,D,167.0,40.0,73.0,66.0,41.0,19.0,33.0,15.0,137.0,71.0,0.0,0.0,0.0,323.0,181.0,372.0,105219.0,80,12624.0,86398.0,36.2933,38.0706,37.7667,60.441,45.0,775.0,59.0,49.849000000000004,0.11997833090981667,2.63,2.0875,0.5,0.9125,0.825,1.7125,0.8875,0.2375,0.5125,0.1875,5.713796937815414,1.3685741168420154,2.497647763236678,4.687366350183902,0.6500727054999572,1.4027884697630657,,0.6408730158730159,0.547945205479452,0.4606919385865414,0.48325223986666355,0.47939466064029257,2.5184332970670615,1.8750434037824948,2.4583902405148264
8471702,Matt Niskanen,2019,PHI,D,124.0,14.0,56.0,44.0,29.0,13.0,19.0,7.0,83.0,68.0,0.0,0.0,0.0,330.0,203.0,322.0,88841.0,68,9936.0,67560.0,36.1078,35.4453,35.6111,43.357,35.0,502.0,44.0,51.651,0.11184025393680845,2.4352941176470586,1.8235294117647058,0.20588235294117646,0.8235294117647058,0.6470588235294118,1.2205882352941178,1.0,0.19117647058823528,0.4264705882352941,0.10294117647058823,5.024707060929075,0.5673056359113472,2.269222543645389,3.3633119843315584,0.5267838047748225,1.1751331029592194,,0.6191369606003753,0.25,0.5861371264061574,0.5753827784191831,0.5780742061870929,2.3103197158081707,1.8650088809946714,2.3445825932504443
8471705,Brendan Mikkelson,2008,ANA,D,19.0,3.0,13.0,11.0,17.0,6.0,13.0,5.0,22.0,13.0,0.0,0.0,0.0,73.0,73.0,123.0,28430.0,34,1470.0,26336.0,17.8918,16.2813,16.4327,14.136000000000001,5.0,201.0,17.0,14.529,0.05170594442490327,0.7205882352941176,0.5588235294117647,0.08823529411764706,0.38235294117647056,0.3235294117647059,0.6470588235294118,0.38235294117647056,0.17647058823529413,0.5,0.14705882352941177,2.4059092507914177,0.3798804080196975,1.6461484347520225,2.785789658811115,0.759760816039395,2.1526556454449524,,0.5,0.23076923076923078,0.7450614011239368,0.677995964079587,0.6843006565157959,1.9323207776427707,0.6834750911300121,2.3238153098420415
8471705,Brendan Mikkelson,2009,ANA,D,28.0,2.0,12.0,5.0,14.0,7.0,10.0,5.0,14.0,15.0,0.0,0.0,0.0,60.0,72.0,86.0,25190.0,28,1071.0,22076.0,11.92,12.0815,11.9056,15.017,11.0,209.0,19.0,12.106,0.042516871774513694,0.6375000000000001,1.0,0.07142857142857142,0.42857142857142855,0.17857142857142858,0.5,0.5357142857142857,0.25,0.5,0.17857142857142858,4.0015879317189365,0.28582770940849545,1.7149662564509727,2.0007939658594682,1.0003969829297341,2.0007939658594682,,0.45454545454545453,0.16666666666666666,0.5921663344808842,0.6001893934589599,0.5914509657546657,2.4488675484689253,1.7938032252219605,3.09838738901975
8471705,Brendan Mikkelson,2011,TBL,D,42.0,4.0,15.0,11.0,13.0,5.0,11.0,4.0,44.0,32.0,0.0,0.0,0.0,66.0,119.0,147.0,35425.0,41,323.0,31020.0,20.563299999999998,19.4083,19.163,19.62,18.0,232.0,20.0,18.787,0.009117854622441779,0.1313008130081301,1.024390243902439,0.0975609756097561,0.36585365853658536,0.2682926829268293,1.0731707317073171,0.7804878048780488,0.12195121951219512,0.3170731707317073,0.0975609756097561,4.268172194777699,0.4064925899788285,1.5243472124206068,4.471418489767113,0.5081157374735356,1.3211009174311925,,0.3567567567567568,0.26666666666666666,0.7270074503546098,0.6861728758865248,0.6775003900709219,2.2769825918762088,2.0889748549323017,2.3210831721470018
8471709,Marc-Edouard Vlasic,2008,SJS,D,56.0,20.0,48.0,36.0,30.0,15.0,26.0,13.0,122.0,102.0,0.0,0.0,0.0,294.0,243.0,384.0,117576.0,82,12037.0,86369.0,44.921,43.4156,43.6378,49.778,40.0,645.0,45.0,64.225,0.10237633530652514,2.4465447154471547,0.6829268292682927,0.24390243902439024,0.5853658536585366,0.43902439024390244,1.4878048780487805,1.2439024390243902,0.18292682926829268,0.36585365853658536,0.15853658536585366,1.7146356399265157,0.612369871402327,1.469687691365585,3.735456215554195,0.4592774035517453,0.9185548071034906,,0.547486033519553,0.4166666666666667,0.5703998043279418,0.5512844715117693,0.5541059322210515,2.074827773854045,1.6672648751288077,1.8756729845199087
8471709,Marc-Edouard Vlasic,2009,SJS,D,52.0,13.0,27.0,20.0,33.0,11.0,29.0,13.0,104.0,55.0,0.0,0.0,0.0,292.0,148.0,302.0,84829.0,64,10683.0,64280.0,33.9233,32.477,32.284,42.031,31.0,535.0,29.0,48.163,0.12593570594961628,2.78203125,0.8125,0.203125,0.421875,0.3125,1.625,0.859375,0.171875,0.515625,0.203125,2.206792488417876,0.551698122104469,1.1458345612938972,4.413584976835752,0.4668214879345507,1.400464463803652,,0.6636363636363637,0.48148148148148145,0.5787754061916613,0.5540996561916613,0.5508068263845675,2.353945239576851,1.7361543248288738,1.6241443683883012
8471709,Marc-Edouard Vlasic,2010,SJS,D,50.0,30.0,45.0,34.0,18.0,9.0,20.0,10.0,147.0,96.0,0.0,0.0,0.0,298.0,175.0,338.0,100141.0,80,10031.0,82842.0,44.3819,42.3009,43.0686,44.814,31.0,597.0,47.0,60.419,0.10016876204551582,2.0897916666666667,0.625,0.375,0.5625,0.425,1.8375,1.2,0.1125,0.225,0.125,1.7974655735413068,1.078479344124784,1.617719016187176,5.284548786211442,0.3235438032374352,0.6470876064748704,,0.6300211416490487,0.6666666666666666,0.5875477382245722,0.5599985156080249,0.5701616766857392,1.9474469472006952,1.3471427536756717,2.0424422394437602
8471709,Marc-Edouard Vlasic,2011,SJS,D,45.0,18.0,44.0,32.0,30.0,15.0,46.0,23.0,171.0,95.0,0.0,0.0,0.0,319.0,198.0,416.0,113935.0,82,9760.0,97439.0,44.9452,43.0536,44.179,52.002,38.0,702.0,52.0,64.262,0.08566287795672971,1.983739837398374,0.5487804878048781,0.21951219512195122,0.5365853658536586,0.3902439024390244,2.0853658536585367,1.1585365853658536,0.18292682926829268,0.36585365853658536,0.2804878048780488,1.4218633431342431,0.5687453372536972,1.3902663799534822,5.403080703910124,0.4739544477114144,0.9479088954228287,,0.6170212765957447,0.4090909090909091,0.5058693217294923,0.4845788967456563,0.4972455515758577,1.9212758751629226,1.4039552951077086,1.9212019827789695
8471709,Marc-Edouard Vlasic,2012,SJS,D,27.0,10.0,34.0,25.0,14.0,7.0,24.0,12.0,81.0,48.0,0.0,0.0,0.0,180.0,99.0,191.0,59975.0,48,5922.0,50872.0,28.5005,25.9438,26.2954,25.372,26.0,366.0,28.0,34.67,0.0987411421425594,2.05625,0.5625,0.20833333333333334,0.7083333333333334,0.5208333333333334,1.6875,1.0,0.14583333333333334,0.2916666666666667,0.25,1.6206752813672365,0.6002501042100875,2.0408503543142977,4.8620258441017095,0.4201750729470613,0.8403501458941226,,0.6451612903225806,0.29411764705882354,0.6144145767809404,0.5592971666142476,0.5668769692561724,1.7954709860040887,1.8399119358389684,1.981443623211197
8471709,Marc-Edouard Vlasic,2013,SJS,D,51.0,18.0,35.0,26.0,18.0,10.0,20.0,10.0,150.0,118.0,0.0,0.0,0.0,302.0,175.0,369.0,100673.0,81,10266.0,83570.0,50.3059,46.9303,47.8286,37.461,29.0,524.0,40.0,65.006,0.10197371688536151,2.112345679012346,0.6296296296296297,0.2222222222222222,0.43209876543209874,0.32098765432098764,1.8518518518518519,1.4567901234567902,0.12345679012345678,0.2222222222222222,0.12345679012345678,1.8237263218539232,0.6436681135955022,1.25157688754681,5.363900946629186,0.3575933964419457,0.6436681135955022,,0.6331236897274634,0.5142857142857142,0.6601708810577959,0.6158724423836306,0.6276609503410315,1.6137322005504366,1.249252123967931,1.7231063778868014
8471709,Marc-Edouard Vlasic,2014,SJS,D,51.0,11.0,31.0,21.0,23.0,10.0,27.0,12.0,112.0,92.0,0.0,0.0,0.0,351.0,200.0,359.0,92869.0,70,9262.0,73436.0,36.0388,36.4839,35.9373,48.147,41.0,572.0,43.0,52.998,0.0997318803906578,2.205238095238095,0.7285714285714285,0.15714285714285714,0.44285714285714284,0.3,1.6,1.3142857142857143,0.14285714285714285,0.32857142857142857,0.17142857142857143,1.9769783243062808,0.42640708955625667,1.2016927069312686,4.341599457300068,0.38764280868750606,0.8915784599812638,,0.6370235934664247,0.3548387096774194,0.5382067645296585,0.5448539289994008,0.5366909541641701,2.3602756141402037,2.009913393975707,2.1079579497794
8471709,Marc-Edouard Vlasic,2015,SJS,D,47.0,15.0,29.0,26.0,28.0,11.0,18.0,6.0,129.0,90.0,0.0,0.0,0.0,259.0,179.0,320.0,92982.0,67,8545.0,72461.0,39.5642,35.2669,36.3501,31.681,20.0,489.0,44.0,44.818,0.09189950743154589,2.1256218905472637,0.7014925373134329,0.22388059701492538,0.43283582089552236,0.3880597014925373,1.9253731343283582,1.3432835820895523,0.16417910447761194,0.417910447761194,0.08955223880597014,1.8197070400722721,0.5807575659805123,1.1227979608956573,4.994515067432406,0.4258888817190424,1.0840807898302898,,0.591324200913242,0.5172413793103449,0.5988056767088503,0.5337658772305102,0.5501601505637514,1.5739722057382592,0.9936379569699563,2.186003505333904
8471709,Marc-Edouard Vlasic,2016,SJS,D,18.0,22.0,56.0,40.0,25.0,11.0,25.0,11.0,142.0,103.0,0.0,0.0,0.0,292.0,201.0,348.0,94232.0,74,9021.0,73189.0,37.6301,36.0057,37.2177,40.181,26.0,512.0,42.0,42.809,0.09573181084981747,2.0317567567567565,0.24324324324324326,0.2972972972972973,0.7567567567567568,0.5405405405405406,1.9189189189189189,1.3918918918918919,0.14864864864864866,0.33783783783783783,0.14864864864864866,0.6876644876475083,0.8404788182358435,2.1394006282366926,5.424908735885899,0.42023940911792174,0.9550895661770948,,0.592292089249493,0.39285714285714285,0.5638679401276148,0.5395271309896296,0.5576883355422263,1.9764117558649523,1.2788807061170395,2.065884217573679
8471709,Marc-Edouard Vlasic,2017,SJS,D,26.0,20.0,55.0,43.0,4.0,2.0,14.0,6.0,174.0,119.0,0.0,0.0,1.0,422.0,216.0,433.0,109218.0,81,13025.0,86005.0,41.5167,39.2429,40.7877,55.232,43.0,683.0,58.0,56.683,0.1192568990459448,2.6800411522633745,0.32098765432098764,0.24691358024691357,0.6790123456790124,0.5308641975308642,2.1481481481481484,1.4691358024691359,0.024691358024691357,0.04938271604938271,0.07407407407407407,0.8570015931439872,0.659231994726144,1.812887985496896,5.735318354117453,0.06592319947261441,0.13184639894522882,0.0,0.6614420062695925,0.36363636363636365,0.5294036961804547,0.5004091440032556,0.520107791291204,2.3119027963490493,1.7998953549212253,2.4277658275681646
8471709,Marc-Edouard Vlasic,2018,SJS,D,23.0,24.0,51.0,38.0,10.0,5.0,10.0,5.0,114.0,84.0,0.0,0.0,0.0,324.0,172.0,338.0,90903.0,72,10542.0,72761.0,34.5547,36.1558,35.9101,52.218,43.0,594.0,64.0,49.269999999999996,0.1159697699745883,2.4402777777777778,0.3194444444444444,0.3333333333333333,0.7083333333333334,0.5277777777777778,1.5833333333333333,1.1666666666666667,0.06944444444444445,0.1388888888888889,0.06944444444444445,0.9108610276888551,0.9504636810666315,2.019735322266592,4.5147024850665,0.19801326688888157,0.39602653377776315,,0.6532258064516129,0.47058823529411764,0.5208303828974313,0.5449631789007847,0.5412598324651943,2.5835928588117265,2.1275133656766676,3.166531521007133
8471709,Marc-Edouard Vlasic,2019,SJS,D,37.0,18.0,40.0,33.0,6.0,3.0,6.0,3.0,96.0,71.0,0.0,0.0,0.0,275.0,144.0,277.0,85202.0,70,11247.0,69686.0,32.6799,34.3395,34.2104,50.952,49.0,575.0,56.0,44.277,0.1320039435693998,2.6778571428571425,0.5285714285714286,0.2571428571428571,0.5714285714285714,0.4714285714285714,1.3714285714285714,1.0142857142857142,0.04285714285714286,0.08571428571428572,0.04285714285714286,1.5633435834839557,0.7605455271003029,1.6901011713340062,4.056242811201615,0.12675758785005048,0.25351517570010096,,0.6563245823389021,0.45,0.5143076992509257,0.5404260489911891,0.5383943070344115,2.6321958499555147,2.5313549349941162,2.8929770685647043
